example_id,tweet_id,customer_query,provisional_intent,provisional_escalation,provisional_reason,candidate_reviewed_intent,candidate_reviewed_escalation,candidate_reviewed_reason,candidate_reviewed_difficulty,candidate_notes
138,34620,"When searching fot ""GOT"" Apple TV app shows Cmore but not  Nordic, even tho I only have HBO installed.",CONNECTIVITY_SYNC,AUTO_HANDLE,Standard self-serve diagnostic workflow available for connectivity sync.,,,,,
139,35213,Hola/Hello! I can use the AirPods witch Bluetooth audio transmisor? Any model? This no...,CONNECTIVITY_SYNC,AUTO_HANDLE,Standard self-serve diagnostic workflow available for connectivity sync.,,,,,
140,35259,"Hi! Although I have full coverage, even with LTE, on my iPhone, I can’t connect to the internet. Can you help me?",CONNECTIVITY_SYNC,AUTO_HANDLE,Standard self-serve diagnostic workflow available for connectivity sync.,,,,,
141,35344,"Dear  I have an iPhone 7 &amp; iTunes, both genuine. So why do I always get this message when I sync? Hope you can help. Thanks.",CONNECTIVITY_SYNC,AUTO_HANDLE,Standard self-serve diagnostic workflow available for connectivity sync.,,,,,
142,36109,Can’t an iPhone 8 connect to a Bluetooth device using NFC?,CONNECTIVITY_SYNC,AUTO_HANDLE,Standard self-serve diagnostic workflow available for connectivity sync.,,,,,
143,37672,"i have never tried on Mobile data. the problem does persist on all Wi-Fi networks (open and private) that my iphone 5s has connected to, the music app would crash and close soon after i open it.",CONNECTIVITY_SYNC,AUTO_HANDLE,Standard self-serve diagnostic workflow available for connectivity sync.,,,,,
144,39627,Fixed. Wasn’t worm king with both until I went to work and connected to a WiFi that I haven’t been remembered by,CONNECTIVITY_SYNC,AUTO_HANDLE,Standard self-serve diagnostic workflow available for connectivity sync.,,,,,
145,39670,why does my iPhone turn on WiFi and Bluetooth automatically? 😭 #IWantToUseMyData,CONNECTIVITY_SYNC,AUTO_HANDLE,Standard self-serve diagnostic workflow available for connectivity sync.,,,,,
146,41593,Thank you! My friend spotted this. I didn't realise it wouldn't automatically do the latest one. Thanks for replying-will do when get wifi😀,CONNECTIVITY_SYNC,AUTO_HANDLE,Standard self-serve diagnostic workflow available for connectivity sync.,,,,,
147,52290,Dear  I can turn my own Bluetooth&amp;wifi on/off.. and please give me back my ringer volume buttons. K thanks,CONNECTIVITY_SYNC,AUTO_HANDLE,Standard self-serve diagnostic workflow available for connectivity sync.,,,,,
148,52296,I’ll do that when I get access to WiFi later today,CONNECTIVITY_SYNC,AUTO_HANDLE,Standard self-serve diagnostic workflow available for connectivity sync.,,,,,
149,54441,Yes. Looking for ways to minimize ipad data use while tethered through iPhone on cellular.,CONNECTIVITY_SYNC,AUTO_HANDLE,Standard self-serve diagnostic workflow available for connectivity sync.,,,,,
150,56964,‼️ STOP TURNING ON MY WI-FI ‼️,CONNECTIVITY_SYNC,AUTO_HANDLE,Standard self-serve diagnostic workflow available for connectivity sync.,,,,,
151,749,Hi! What is going on? Has Youtube lost it? What can be done about it? Thanks for the support!,THIRD_PARTY_APP_ISSUES,AUTO_HANDLE,Standard self-serve diagnostic workflow available for third party app issues.,,,,,
152,8544,"no, my photos aren’t gone. why are there four (five actually, one isn’t pictured) albums in my photos all labeled twitter?",THIRD_PARTY_APP_ISSUES,AUTO_HANDLE,Standard self-serve diagnostic workflow available for third party app issues.,,,,,
153,9847,iMessage &amp; snapchat,THIRD_PARTY_APP_ISSUES,AUTO_HANDLE,Standard self-serve diagnostic workflow available for third party app issues.,,,,,
154,11638,"It only happens when I close WhatsApp, doesn’t happen with any other app. I run iOS11.0.3",THIRD_PARTY_APP_ISSUES,AUTO_HANDLE,Standard self-serve diagnostic workflow available for third party app issues.,,,,,
155,12588,"Wow great work  !!! Love the new features on the 7+ (glitching, apps quitting, long pauses on Snapchat) awesome, sweet keep it up",THIRD_PARTY_APP_ISSUES,AUTO_HANDLE,Standard self-serve diagnostic workflow available for third party app issues.,,,,,
156,17305,how come when I am listening to  my music keeps pausing by itself????? I’m sorry I listen to Spotify and not Apple Music but Spotify is simply better. I’m sick of your shit Apple,THIRD_PARTY_APP_ISSUES,AUTO_HANDLE,Standard self-serve diagnostic workflow available for third party app issues.,,,,,
157,31884,I can’t download apps from the app store.,THIRD_PARTY_APP_ISSUES,AUTO_HANDLE,Standard self-serve diagnostic workflow available for third party app issues.,,,,,
158,31954,"everytime I go into social media I cannot DM anyone photos, not on twitter or Facebook. I have over 7k photos here it’s says 0",THIRD_PARTY_APP_ISSUES,ESCALATE,"Safety, security, financial, or legal risk trigger detected: 'media'.",,,,,
159,35287,Phone was 😴 Apple Watch ⌚️ 👌. I was wearing during workout this a.m.  usually get all Twitter notifications,THIRD_PARTY_APP_ISSUES,AUTO_HANDLE,Standard self-serve diagnostic workflow available for third party app issues.,,,,,
160,35293,All apps up to date. Not getting notifications on ⌚️ after shutting down both. Maybe Twitter’s app needs to catch up to ⌚️,THIRD_PARTY_APP_ISSUES,AUTO_HANDLE,Standard self-serve diagnostic workflow available for third party app issues.,,,,,
161,35340,Only twitter currently,THIRD_PARTY_APP_ISSUES,AUTO_HANDLE,Standard self-serve diagnostic workflow available for third party app issues.,,,,,
162,38217,"I’m complaining on Twitter because phone support was not useful and disrespectful with me, 1st time after 15 years, times’re changing",THIRD_PARTY_APP_ISSUES,AUTO_HANDLE,Standard self-serve diagnostic workflow available for third party app issues.,,,,,
163,39621,"My whatsapp chats wiped, now it's been backed up with 0 texts - how can I get them all back from previous back ups?",THIRD_PARTY_APP_ISSUES,AUTO_HANDLE,Standard self-serve diagnostic workflow available for third party app issues.,,,,,
164,41604,seeing it on posts in twitter. haven’t noticed it in other applications yet.,THIRD_PARTY_APP_ISSUES,AUTO_HANDLE,Standard self-serve diagnostic workflow available for third party app issues.,,,,,
165,46594,chatted with your agent for 10 min and she was clueless about this issue. Yet twitter is blowin up. I️ just want to type “I️”,THIRD_PARTY_APP_ISSUES,AUTO_HANDLE,Standard self-serve diagnostic workflow available for third party app issues.,,,,,
166,53559,taking a brief hiatus from twitter until the box with the question mark is addressed. stressed the fuck out. (cc:  + ),THIRD_PARTY_APP_ISSUES,AUTO_HANDLE,Standard self-serve diagnostic workflow available for third party app issues.,,,,,
167,55110,why is my phone acting up saying im out of storage? How do I go from 60gb then delete Spotify(3gb) and end up with 59gb,THIRD_PARTY_APP_ISSUES,AUTO_HANDLE,Standard self-serve diagnostic workflow available for third party app issues.,,,,,
168,55944,Hi there! I have Instagram working now but Barclays still doesn’t...any suggestions?,THIRD_PARTY_APP_ISSUES,AUTO_HANDLE,Standard self-serve diagnostic workflow available for third party app issues.,,,,,
169,58172,App store now appears to be working,THIRD_PARTY_APP_ISSUES,AUTO_HANDLE,Standard self-serve diagnostic workflow available for third party app issues.,,,,,
170,58176,I couldn’t access App Store neither iPhone nor Mac. But everything restored few mins ago. Thank you.,THIRD_PARTY_APP_ISSUES,AUTO_HANDLE,Standard self-serve diagnostic workflow available for third party app issues.,,,,,
171,58185,why is the app store not working smh,THIRD_PARTY_APP_ISSUES,AUTO_HANDLE,Standard self-serve diagnostic workflow available for third party app issues.,,,,,
172,58191,The App Store randomly restarted working. No idea how and why. Thanks anyways.,THIRD_PARTY_APP_ISSUES,AUTO_HANDLE,Standard self-serve diagnostic workflow available for third party app issues.,,,,,
173,58276,Love how my $1200  iPhone X constantly freezes when using apps like YouTube and Apple Music. Wtf,THIRD_PARTY_APP_ISSUES,AUTO_HANDLE,Standard self-serve diagnostic workflow available for third party app issues.,,,,,
174,58854,it whirrs around slowly. Facebook won't load,THIRD_PARTY_APP_ISSUES,AUTO_HANDLE,Standard self-serve diagnostic workflow available for third party app issues.,,,,,
175,60325,what’s wrong with the letter “I️” on fb twitter and group me.  Eye have to type eye.  Help us,THIRD_PARTY_APP_ISSUES,AUTO_HANDLE,Standard self-serve diagnostic workflow available for third party app issues.,,,,,
176,702,Tried resetting my settings .. restarting my phone .. all that,GENERAL_FEEDBACK_RANT,AUTO_HANDLE,Standard self-serve diagnostic workflow available for general feedback rant.,,,,,
177,704,This is what it looks like,GENERAL_FEEDBACK_RANT,AUTO_HANDLE,Standard self-serve diagnostic workflow available for general feedback rant.,,,,,
178,707,I️ have an iPhone 7 Plus and yes I️ do,GENERAL_FEEDBACK_RANT,AUTO_HANDLE,Standard self-serve diagnostic workflow available for general feedback rant.,,,,,
179,709,I️ need answers because it’s annoying 🙃,GENERAL_FEEDBACK_RANT,AUTO_HANDLE,Standard self-serve diagnostic workflow available for general feedback rant.,,,,,
180,714,"Hey  and anyone else who upgraded to ios11.1, are y’all having issues with capital “I️” in the Mail app? As it puts in “A”?",GENERAL_FEEDBACK_RANT,AUTO_HANDLE,Standard self-serve diagnostic workflow available for general feedback rant.,,,,,
181,717,This is what is happening...,GENERAL_FEEDBACK_RANT,AUTO_HANDLE,Standard self-serve diagnostic workflow available for general feedback rant.,,,,,
182,719,Tf is wrong with my keyboard,GENERAL_FEEDBACK_RANT,AUTO_HANDLE,Standard self-serve diagnostic workflow available for general feedback rant.,,,,,
183,721,are the call centres closed for the night?,GENERAL_FEEDBACK_RANT,AUTO_HANDLE,Standard self-serve diagnostic workflow available for general feedback rant.,,,,,
184,723,hello are all the lines closed for tonight #help,GENERAL_FEEDBACK_RANT,AUTO_HANDLE,Standard self-serve diagnostic workflow available for general feedback rant.,,,,,
185,725,I️ upgraded. I️t didn’t work.,GENERAL_FEEDBACK_RANT,AUTO_HANDLE,Standard self-serve diagnostic workflow available for general feedback rant.,,,,,
186,730,"Hello, internet. Can someone explain why this symbol keeps appearing on my phone and when I️ try to type the letter I️? Also",GENERAL_FEEDBACK_RANT,AUTO_HANDLE,Standard self-serve diagnostic workflow available for general feedback rant.,,,,,
187,733,I’ve got a screenshot saying my #iPhoneX is reserved for the 3rd then an email saying it’s the 18th... what happened?,GENERAL_FEEDBACK_RANT,AUTO_HANDLE,Standard self-serve diagnostic workflow available for general feedback rant.,,,,,
188,747,Hola  necesito urgente la actualización de software. La batería me dura literal medio día 🙍🏼🙇🏼‍♀️,GENERAL_FEEDBACK_RANT,AUTO_HANDLE,Standard self-serve diagnostic workflow available for general feedback rant.,,,,,
189,760,I can not find an option to get it there. It was just always there when playing.,GENERAL_FEEDBACK_RANT,AUTO_HANDLE,Standard self-serve diagnostic workflow available for general feedback rant.,,,,,
190,763,The app is still there. But no longer able to control it from the lockscreen.,GENERAL_FEEDBACK_RANT,AUTO_HANDLE,Standard self-serve diagnostic workflow available for general feedback rant.,,,,,
191,1755,"Why does my I️ not work ?! 
 please fix this!!!",GENERAL_FEEDBACK_RANT,AUTO_HANDLE,Standard self-serve diagnostic workflow available for general feedback rant.,,,,,
192,1759,Why is “I️” keep changing to this and how do I️ stop it🤦🏽‍♀️   #anybody,GENERAL_FEEDBACK_RANT,AUTO_HANDLE,Standard self-serve diagnostic workflow available for general feedback rant.,,,,,
193,1763,"Thanks, thing is I still have like 81 cents in credit and won't let me do that until I have zero credit",GENERAL_FEEDBACK_RANT,AUTO_HANDLE,Standard self-serve diagnostic workflow available for general feedback rant.,,,,,
194,1768,"it has, but not for some time now. i’ve tried with two different apple ids but it’s still not showing up on my phone",GENERAL_FEEDBACK_RANT,AUTO_HANDLE,Standard self-serve diagnostic workflow available for general feedback rant.,,,,,
195,1770,why is my home sharing not working and how do i fix it,GENERAL_FEEDBACK_RANT,AUTO_HANDLE,Standard self-serve diagnostic workflow available for general feedback rant.,,,,,
196,1772,"iPhone 6, yes ios11. Checked for updates, none available. I’ve swiped up to close the app several times and I’ve restarted it 2x",GENERAL_FEEDBACK_RANT,AUTO_HANDLE,Standard self-serve diagnostic workflow available for general feedback rant.,,,,,
197,1781,why can’t I change ringer volume with the buttons? Whose dumb idea was it to change that and how do they still have a job?,GENERAL_FEEDBACK_RANT,AUTO_HANDLE,Standard self-serve diagnostic workflow available for general feedback rant.,,,,,
198,1785,epıl bana yardımcı olur musun telefon internet konusunda çok yakıyo napcaz ?,GENERAL_FEEDBACK_RANT,AUTO_HANDLE,Standard self-serve diagnostic workflow available for general feedback rant.,,,,,
199,2613,"Cupertino, we have a problem. . . . .",GENERAL_FEEDBACK_RANT,AUTO_HANDLE,Standard self-serve diagnostic workflow available for general feedback rant.,,,,,
200,2619,But this does not show the music stored on my phone like it did in os3. I do not want to store music on my phone.,GENERAL_FEEDBACK_RANT,AUTO_HANDLE,Standard self-serve diagnostic workflow available for general feedback rant.,,,,,
